Request ID,Request Description
09-FOI-00118,"The request seeks the records described below regarding the towing of Yancy Denise Davis 1998 Mercedes Benz E320 at the request of lead ticket clerk/station manager Dan Hardy at the Amtrak Station in Dearborn, Michigan on November 9, 2007 and November 12, 2007: 1.	Copies of all records of Amtrak travel itineraries and ticket purchases for Yancy Denise Davis for the time period of January 1, 2003  September 1, 2007. 2.	Copies of any and all incident reports, investigative reports, correspondence, memorandum and documentation pertaining to the towing and impound of Yancy Denise Davis vehicle by Dan Hardy or any other Amtrak employee at the Dearborn Station from November 2007-present. 3.	Copies of any and all logs, incident reports, investigative reports, correspondence, memorandums and documentation pertaining to complaints filed by Yancy Denise Davis against Dan Hardy or any Amtrak employees of the Amtrak station in Dearborn, MI made to any member of management, legal personnel, customer service representatives or any other employees at Amtrak between January 1, 2008 to January 1, 2009. 4.	Copies of Amtrak policies and procedures for handling discrimination complaints against Amtrak employees brought by Amtrak passengers and employees. 5.	Copies of any and all documentation of discrimination complaints brought by Amtrak passengers and employees against Amtrak employees from November 5, 2005 to the present handled by Amtraks EEO and Dispute Resolution Office. 6.	Copies of any and all documentation of discrimination complaints brought by Amtrak passengers and employees against Dan Hardy or any other employees working at the Dearborn Station from November 5, 2005 to the present and the action taken and current status of those complaints. 7.	Copies of court records, decisions, orders, motions, complaint and other documentation regarding the case no. 1:03cv0759, David Parker v. National Railroad Passenger Corporation (Amtrak). 8.	If any of all of the audio recordings have been destroyed, you would like for Amtrak to provide the policies and procedures for the retention and destruction schedule for the audio and video recordings."
09-FOI-00119,"Request seeks unredacted copies of all Amtrak's ""Bridge Inspection Reports"" for structures located in Bucks, Chester, Delaware, Montgomery and Philadelphia counties in which the inspection was conducted between September 1, 2009 and July 25, 2009."
09-FOI-00120,"Request seeks the records described below: 1. The ""remediation measures"" and cost-benefit analyses that SAIC provided to Amtrak, as referenced in ARRA Budget Report: A Narrative Summary. 2. All records relating to the ""roadmap"" that Amtrak produced and developed for its ""Security and Life Safety"" program, that is referenced in the ARRA Budget Report: A Narrative Summary. 3. All contracts that Amtrak entered into pursuant to the ARRA Budget Report to implement the ""Security and Life Safety"" program. 4. All documents detailing the types of images and data that Amtrak's ""Security and Life Safety"" surveillance equipment is capable of recording. 5. All documents detailing passenger privacy policies related to the implementation of the ""Security and Life Safety"" program."
09-FOI-00121,"Request seeks all correspondence, emails and letters from February 2009 to the present between Amtrak and the following Representatives regarding the American Recovery and Reinvestment Act (ARRA or ""STIMULUS): 1. Tim Bishop (NY 1st Congressional District) 2. Steve Israel (NY 2nd Congressional District) 3. Peter King (NY 3rd Congressional District) 4. Kristin Gillibrand (NY Senator) 5. Chuck Schumer (NY Senator)"
09-FOI-00122,"The request seeks documentation of travel for Migdalia Vasquez and her children, Alexi, Claudio, Miriam Claudio, Migdalia Negron, or Gigi Neron (or the name of Gigi Negron may have been used) for the time period of December 2001."
09-FOI-00123,"Request seeks the records described below: a.	All reports regarding any incidents on Train #506 which was scheduled to depart Portland at 12:15 pm on May 16, 2009, including but not limited to Report of Incidents, Unusual Occurrence Reports, Non-employee Injury/Illness Reports, Supplemental Reports, Statements, list of persons who witnessed or have knowledge about the incidents, Reports on Train Delays, Train Consist Reports and Special Services Reports, land any other related documents; b.	A list of all Amtrak employees who were working on or traveling on Train #506 from Portland to Seattle on May 16, 2009, as identified in a above; c.	All reports regarding any incidents on Amtrak train trips between Portland and Seattle specifically with regard to those involving injury from January 1, 2009 to the present; d.	All policies, procedures, regulations and guidelines for Amtrak employees regarding response to an incident involving injury on an Amtrak train; and e.	Any instructions available to passengers with regard to travel on Amtrak in effect on or around May 16, 2009."
09-FOI-00124,Travel documentation
09-FOI-00125,"Request seeks the records described below: All documents of every kind, nature and description which in anyway arise from or relate to an alternate design proposed by SPS for portions of the work on MHD Contract No. 34638, Canton/Dedham: Bridge Construction and Roadwork at I-95 and I-93 Interchange (the Project), as shown on the attached sketch of span configuration options date September 21, 2004 and as referenced in the attached letter dated September 7, 2004."
09-FOI-00126,Requester would like the Amtrak timetables listed below: 1. Northeast Corridor 2. Keystone Service 3. Empire Service 4. New England Routes
09-FOI-00127,"1.	How much money Amtrak paid for the use of Right o Way from 1971 to present? And to whom? 2.	A copy of the enabling document that allegedly gives Amtrak permission to travel over the Right of Way located at West Palm Beach, Florida, at mile post 969."
09-FOI-00128,"Request seeks documentation for Yvonne B. Spencer's travel on Amtrak train traveling between New York City and New Carrollton, Maryland during May 2000."
09-FOI-00129,"DUPLICATE REQUEST Request seeks documentation for Yvonne B. Spencer's travel on an Amtrak train traveling between New York City and New Carrollton, MD in May 2000."
09-FOI-00130,"Request seeks access to and copies of all current contracts between Amtrak and Elite Cleaning Company Inc. d/b/a Elite Building Services, based in New Castle, Delaware."
09-FOI-00131,"Request seeks the electronic data recorder, black box, electronic control module, or any other device, which did, or may have recorded or saved any information concerning the speed, location, braking, whistling or any other warning signal or device, or any and all data or information concerning the physical action of the Atmrak 1997 General Electric Train, Model P42DC, Serial Number: 49602, beig operated by John Phillip Davis on October 6, 2004 at approximately 7:55 p.m. and the accident which is the subject of a Complaint filed by the Decendent's (Jeny Lee Hurd Jackson) widower, Burke Jackson and which accident occurred at CSX Mile Post SX858.59, Crossing #627 573 and #627 582 S."
09-FOI-00132,Request seeks Samuel Cox's employee daily work records and payroll records from 1999 to 2009. The requester also asks that the daily work record include the fields described below: 1.	Fields which show every day with on duty earnings 2.	Days off sick 3.	Days off injured 4.	Days off on vacation 5.	Days off due to leaves of absence 6.	Days off due to suspension or termination
09-FOI-00133,"Request seeks video or data captured by the Amtrak train that was involved before and after the collision with a car in Lasalle County, IL."
09-FOI-00134,"The request seeks the pricing information and technical proportion for the bid proposal for the supply of four (4) Head End Power (HEP) system for locomotives operating out of Los Angeles, CA."
09-FOI-00135,"Request seeks pricing, exceptions, and any other relevant information submitted by all other bidders for Amtrak's RFQ Q 9175 547 043."
